investor_id,Missed_SIPs,Maximum_Gap,Average_Gap
INV000975,1,44.0,44.0
INV000976,1,100.0,100.0
INV000977,4,137.0,90.0
INV000978,3,95.0,79.0
INV000979,5,115.0,78.0
INV000980,3,121.0,72.33333333333333
INV000981,4,52.0,45.0
INV000982,1,70.0,70.0
INV000983,2,198.0,141.0
INV000984,5,88.0,63.0
INV000985,5,147.0,73.2
INV000986,2,182.0,133.5
INV000987,2,117.0,81.0
INV000988,5,140.0,85.6
INV000989,4,269.0,117.25
INV000990,3,263.0,129.33333333333334
INV000991,1,169.0,169.0
INV000992,3,240.0,118.0
INV000994,4,161.0,82.75
INV000995,2,60.0,50.5
INV000997,4,131.0,83.25
INV000998,2,113.0,74.5
INV000999,3,145.0,88.33333333333333
INV001001,4,137.0,91.5
INV001002,5,103.0,74.4
INV001003,2,106.0,90.5
INV001004,3,99.0,62.0
INV001005,5,117.0,80.8
INV001006,3,233.0,149.0
INV001007,1,52.0,52.0
INV001008,3,191.0,107.33333333333333
INV001009,4,125.0,80.25
INV001011,3,234.0,159.33333333333334
INV001012,1,102.0,102.0
INV001013,6,112.0,74.0
INV001014,5,182.0,90.6
INV001015,2,77.0,60.0
INV001016,2,199.0,157.5
INV001017,4,142.0,97.75
INV001018,2,51.0,49.5
INV001019,4,160.0,74.75
INV001020,2,156.0,117.0
INV001021,3,186.0,110.0
INV001022,2,217.0,148.5
INV001023,5,155.0,84.0
INV001024,3,162.0,107.66666666666667
INV001025,2,76.0,64.5
INV001026,4,132.0,94.75
INV001027,5,149.0,93.4
INV001028,3,182.0,139.0
INV001029,5,158.0,77.6
INV001030,2,237.0,223.0
INV001031,4,167.0,102.25
INV001033,1,282.0,282.0
INV001034,4,119.0,95.5
INV001036,5,123.0,88.8
INV001037,6,86.0,63.0
INV001038,2,250.0,181.5
INV001039,3,187.0,94.0
INV001040,3,163.0,98.33333333333333
INV001041,4,159.0,108.75
INV001042,3,105.0,76.0
INV001043,4,235.0,109.5
INV001044,2,155.0,136.0
INV001045,6,191.0,81.83333333333333
INV001046,3,257.0,142.33333333333334
INV001047,6,142.0,79.83333333333333
INV001048,5,75.0,62.2
INV001049,3,177.0,128.33333333333334
INV001050,3,156.0,130.33333333333334
INV001051,4,127.0,72.5
INV001052,3,218.0,107.0
INV001053,5,116.0,81.2
INV001054,1,183.0,183.0
INV001055,5,166.0,78.8
INV001056,2,299.0,227.0
INV001057,3,120.0,108.66666666666667
INV001058,6,114.0,73.66666666666667
INV001059,3,197.0,138.0
INV001060,6,89.0,61.0
INV001061,5,104.0,72.4
INV001062,3,146.0,97.66666666666667
INV001063,3,68.0,57.0
INV001064,5,133.0,80.0
INV001065,3,173.0,106.66666666666667
INV001066,2,321.0,214.5
INV001067,5,112.0,67.8
INV001068,4,261.0,123.25
INV001069,3,98.0,63.666666666666664
INV001070,2,304.0,177.5
INV001071,1,325.0,325.0
INV001072,1,128.0,128.0
INV001074,2,119.0,101.0
INV001075,4,105.0,65.5
INV001076,2,209.0,149.0
INV001077,3,149.0,99.33333333333333
INV001079,4,144.0,100.0
INV001080,4,126.0,77.5
INV001081,2,278.0,172.5
INV001082,3,209.0,113.66666666666667
INV001083,3,115.0,84.33333333333333
INV001085,1,155.0,155.0
INV001086,2,112.0,106.5
INV001087,3,175.0,101.0
INV001088,4,229.0,110.25
INV001091,4,138.0,87.25
INV001092,5,165.0,73.2
INV001093,5,134.0,87.2
INV001094,4,145.0,105.75
INV001095,1,244.0,244.0
INV001096,4,189.0,105.25
INV001097,1,58.0,58.0
INV001099,4,107.0,66.75
INV001101,5,189.0,85.4
INV001102,7,124.0,62.857142857142854
INV001103,3,104.0,84.0
INV001104,1,306.0,306.0
INV001105,1,407.0,407.0
INV001106,3,300.0,158.33333333333334
INV001107,2,179.0,125.5
INV001108,3,199.0,118.33333333333333
INV001109,4,203.0,106.25
INV001110,2,153.0,136.5
INV001111,4,157.0,120.25
INV001112,3,66.0,57.666666666666664
INV001113,3,151.0,82.0
INV001114,1,406.0,406.0
INV001115,3,230.0,103.66666666666667
INV001116,5,194.0,76.4
INV001117,5,137.0,77.8
INV001118,5,137.0,75.4
INV001119,2,197.0,162.5
INV001120,1,72.0,72.0
INV001121,2,173.0,122.5
INV001122,2,309.0,251.0
INV001123,4,116.0,95.25
INV001124,4,138.0,108.25
INV001126,1,135.0,135.0
INV001127,3,259.0,149.33333333333334
INV001128,5,103.0,69.2
INV001130,7,131.0,59.42857142857143
INV001131,4,141.0,97.5
INV001133,2,78.0,77.0
INV001134,1,404.0,404.0
INV001136,1,58.0,58.0
INV001137,4,79.0,68.25
INV001138,5,82.0,66.4
INV001139,2,325.0,213.0
INV001140,3,125.0,109.33333333333333
INV001141,5,132.0,88.4
INV001142,4,106.0,85.5
INV001143,1,146.0,146.0
INV001144,3,173.0,98.0
INV001145,1,39.0,39.0
INV001147,2,82.0,79.5
INV001148,1,151.0,151.0
INV001149,2,276.0,179.5
INV001150,1,228.0,228.0
INV001151,2,302.0,205.5
INV001152,2,122.0,103.0
INV001154,3,204.0,160.0
INV001155,4,196.0,107.25
INV001156,5,160.0,84.4
INV001157,4,97.0,69.25
INV001158,4,158.0,112.0
INV001159,2,351.0,197.5
INV001160,6,99.0,63.333333333333336
INV001161,5,133.0,71.2
INV001162,1,301.0,301.0
INV001163,4,146.0,89.0
INV001164,3,150.0,117.33333333333333
INV001165,5,103.0,67.0
INV001166,5,148.0,80.6
INV001167,3,207.0,158.66666666666666
INV001168,5,161.0,90.4
INV001169,3,272.0,150.66666666666666
INV001170,4,119.0,78.5
INV001171,3,123.0,92.0
INV001172,2,310.0,208.5
INV001173,3,146.0,103.0
INV001174,6,115.0,69.83333333333333
INV001175,5,116.0,89.6
INV001176,1,72.0,72.0
INV001178,7,83.0,61.42857142857143
INV001179,1,207.0,207.0
INV001180,5,112.0,76.8
INV001181,5,118.0,81.0
INV001182,2,153.0,141.5
INV001183,2,145.0,103.5
INV001185,4,101.0,85.5
INV001186,3,118.0,80.66666666666667
INV001188,1,49.0,49.0
INV001189,5,71.0,60.6
INV001190,4,198.0,111.75
INV001191,3,127.0,79.33333333333333
INV001192,5,143.0,81.4
INV001193,2,100.0,72.0
INV001194,2,159.0,115.5
INV001195,3,154.0,107.0
INV001196,4,169.0,106.75
INV001197,3,140.0,102.0
INV001198,6,123.0,69.66666666666667
INV001199,2,278.0,210.5
INV001200,1,354.0,354.0
INV001202,5,103.0,64.2
INV001203,1,225.0,225.0
INV001204,4,165.0,101.5
INV001205,2,98.0,83.5
INV001206,4,116.0,85.5
INV001207,3,166.0,92.0
INV001208,4,94.0,69.0
INV001209,2,79.0,76.5
INV001210,3,93.0,70.33333333333333
INV001211,2,346.0,197.5
INV001212,3,119.0,87.66666666666667
INV001213,5,120.0,75.0
INV001214,2,196.0,151.0
INV001215,4,293.0,120.0
INV001216,2,242.0,181.0
INV001217,5,148.0,71.6
INV001218,3,139.0,104.0
INV001219,4,118.0,72.25
INV001220,5,104.0,84.4
INV001221,5,172.0,84.8
INV001222,2,189.0,154.5
INV001223,6,94.0,54.333333333333336
INV001224,3,103.0,89.0
INV001225,6,125.0,68.16666666666667
INV001226,1,313.0,313.0
INV001227,6,104.0,60.666666666666664
INV001228,6,140.0,69.33333333333333
INV001229,2,189.0,146.0
INV001230,1,104.0,104.0
INV001232,3,184.0,132.0
INV001233,3,135.0,102.0
INV001234,4,119.0,79.25
INV001235,5,100.0,77.8
INV001236,3,153.0,131.66666666666666
INV001237,4,182.0,112.5
INV001238,4,150.0,89.25
INV001240,1,176.0,176.0
INV001241,2,76.0,58.5
INV001242,5,93.0,73.0
INV001244,1,77.0,77.0
INV001245,2,224.0,145.5
INV001246,2,184.0,180.5
INV001247,2,139.0,93.5
INV001249,4,105.0,84.0
INV001250,5,181.0,82.2
INV001251,3,223.0,114.33333333333333
INV001254,3,186.0,138.0
INV001255,2,161.0,144.0
INV001256,2,308.0,195.5
INV001257,3,166.0,120.66666666666667
INV001258,1,58.0,58.0
INV001259,3,213.0,119.66666666666667
INV001260,5,163.0,81.2
INV001261,4,89.0,72.25
INV001262,4,116.0,83.0
INV001263,2,153.0,146.0
INV001264,4,87.0,64.0
INV001265,2,217.0,134.0
INV001266,1,393.0,393.0
INV001267,1,293.0,293.0
INV001269,7,107.0,67.57142857142857
INV001271,3,140.0,107.33333333333333
INV001272,1,148.0,148.0
INV001273,2,308.0,194.5
INV001274,6,141.0,66.33333333333333
INV001275,5,99.0,65.6
INV001276,3,226.0,121.0
INV001277,1,420.0,420.0
INV001279,1,417.0,417.0
INV001280,4,169.0,102.5
INV001281,3,291.0,125.66666666666667
INV001282,5,119.0,67.4
INV001284,6,124.0,69.16666666666667
INV001287,6,116.0,70.16666666666667
INV001288,3,148.0,80.66666666666667
INV001289,2,221.0,171.0
INV001290,1,294.0,294.0
INV001291,4,181.0,93.75
INV001292,1,116.0,116.0
INV001295,3,165.0,97.0
INV001296,1,349.0,349.0
INV001297,1,247.0,247.0
INV001298,4,113.0,80.75
INV001299,4,101.0,71.75
INV001300,4,127.0,111.0
INV001301,1,232.0,232.0
INV001303,1,209.0,209.0
INV001304,6,114.0,65.0
INV001305,1,42.0,42.0
INV001306,1,92.0,92.0
INV001307,1,301.0,301.0
INV001308,5,147.0,70.0
INV001310,5,180.0,76.2
INV001311,3,192.0,151.33333333333334
INV001312,4,108.0,78.75
INV001313,3,163.0,125.66666666666667
INV001314,5,130.0,77.0
INV001315,3,124.0,112.33333333333333
INV001316,4,166.0,97.25
INV001317,4,96.0,75.25
INV001318,4,150.0,86.75
INV001319,3,76.0,54.333333333333336
INV001320,4,163.0,89.75
INV001321,4,129.0,110.5
INV001322,5,136.0,90.6
INV001325,4,174.0,118.0
INV001326,5,182.0,77.0
INV001327,1,501.0,501.0
INV001328,2,208.0,128.0
INV001329,5,97.0,67.0
INV001330,4,94.0,77.0
INV001331,7,100.0,65.42857142857143
INV001332,4,168.0,105.25
INV001333,3,185.0,127.66666666666667
INV001334,6,112.0,67.66666666666667
INV001335,1,209.0,209.0
INV001336,5,198.0,86.4
INV001337,3,167.0,81.33333333333333
INV001338,1,165.0,165.0
INV001340,2,287.0,205.0
INV001341,3,202.0,127.0
INV001342,3,255.0,129.33333333333334
INV001343,3,88.0,74.66666666666667
INV001344,2,225.0,151.5
INV001345,5,157.0,86.4
INV001346,3,205.0,129.66666666666666
INV001347,1,265.0,265.0
INV001348,3,121.0,84.0
INV001349,2,87.0,65.5
INV001350,4,287.0,115.0
INV001351,3,144.0,91.66666666666667
INV001352,2,139.0,127.0
INV001353,5,134.0,64.8
INV001354,4,150.0,90.5
INV001355,4,128.0,90.0
INV001356,5,109.0,66.4
INV001357,2,92.0,66.5
INV001359,3,143.0,107.33333333333333
INV001361,4,93.0,64.5
INV001362,1,37.0,37.0
INV001363,3,125.0,81.33333333333333
INV001364,1,126.0,126.0
INV001365,2,105.0,102.5
INV001366,5,98.0,67.0
INV001367,4,222.0,112.75
INV001368,1,42.0,42.0
INV001369,4,131.0,81.0
INV001370,5,164.0,96.4
INV001371,3,120.0,76.0
INV001372,2,199.0,170.5
INV001373,2,154.0,119.0
INV001374,4,101.0,70.25
INV001375,5,176.0,76.6
INV001376,3,181.0,145.33333333333334
INV001377,4,113.0,103.5
INV001378,5,128.0,79.2
INV001379,4,74.0,65.5
INV001380,1,105.0,105.0
INV001382,2,201.0,146.0
INV001383,6,117.0,59.666666666666664
INV001384,3,149.0,106.66666666666667
INV001385,2,305.0,228.5
INV001386,3,133.0,89.66666666666667
INV001387,5,130.0,83.0
INV001388,4,124.0,84.25
INV001389,4,158.0,102.5
INV001390,3,201.0,128.0
INV001391,4,177.0,106.25
INV001392,3,99.0,90.0
INV001393,1,181.0,181.0
INV001394,3,136.0,116.0
INV001395,3,151.0,109.66666666666667
INV001396,4,169.0,100.25
INV001397,6,124.0,71.83333333333333
INV001398,5,131.0,72.8
INV001399,3,160.0,98.33333333333333
INV001400,3,122.0,88.66666666666667
INV001401,5,102.0,58.2
INV001402,5,151.0,90.8
INV001403,1,54.0,54.0
INV001404,3,129.0,107.66666666666667
INV001405,3,288.0,130.33333333333334
INV001406,4,128.0,85.0
INV001407,2,116.0,101.0
INV001408,1,46.0,46.0
INV001409,3,60.0,51.0
INV001410,4,118.0,87.0
INV001411,3,151.0,135.0
INV001412,2,81.0,70.5
INV001413,4,125.0,83.75
INV001414,1,293.0,293.0
INV001415,5,173.0,80.8
INV001416,1,303.0,303.0
INV001417,4,128.0,88.0
INV001418,3,187.0,123.33333333333333
INV001419,5,110.0,78.2
INV001420,3,172.0,117.66666666666667
INV001421,4,164.0,103.5
INV001422,3,296.0,125.0
INV001423,5,89.0,56.6
INV001424,4,156.0,111.0
INV001425,1,445.0,445.0
INV001428,6,76.0,58.666666666666664
INV001429,1,240.0,240.0
INV001431,2,98.0,89.5
INV001432,4,109.0,84.0
INV001433,3,307.0,154.0
INV001434,4,178.0,103.25
INV001435,1,36.0,36.0
INV001436,2,234.0,135.5
INV001437,2,203.0,127.0
INV001439,4,104.0,75.75
INV001440,4,80.0,56.5
INV001441,1,60.0,60.0
INV001442,4,238.0,91.25
INV001443,4,82.0,68.5
INV001444,2,54.0,54.0
INV001445,3,78.0,66.33333333333333
INV001446,3,139.0,84.0
INV001447,3,257.0,125.66666666666667
INV001448,2,96.0,89.5
INV001449,3,126.0,87.66666666666667
INV001450,3,173.0,105.0
INV001452,2,140.0,109.0
INV001453,2,157.0,148.0
INV001454,5,176.0,83.8
INV001455,4,133.0,87.25
INV001456,5,84.0,69.0
INV001457,5,99.0,64.0
INV001458,3,101.0,71.33333333333333
INV001459,3,232.0,145.66666666666666
INV001460,3,95.0,72.66666666666667
INV001461,1,43.0,43.0
INV001462,5,209.0,83.0
INV001463,3,192.0,96.33333333333333
INV001465,3,109.0,91.0
INV001466,4,82.0,58.25
INV001467,5,176.0,84.0
INV001468,2,222.0,137.5
INV001469,1,163.0,163.0
INV001470,4,144.0,103.0
INV001472,4,139.0,85.5
INV001473,2,257.0,185.0
INV001474,1,202.0,202.0
INV001475,3,131.0,88.33333333333333
INV001476,2,309.0,183.5
INV001477,2,88.0,71.0
INV001478,4,200.0,112.5
INV001479,2,110.0,102.0
INV001480,2,157.0,106.5
INV001481,3,115.0,86.0
INV001482,3,212.0,114.66666666666667
INV001483,4,179.0,105.0
INV001484,2,179.0,149.5
INV001485,5,150.0,76.6
INV001486,1,62.0,62.0
INV001487,2,112.0,91.0
INV001488,3,139.0,99.33333333333333
INV001489,3,162.0,114.0
INV001491,5,245.0,91.2
INV001492,3,149.0,93.66666666666667
INV001493,2,250.0,150.0
INV001494,2,254.0,221.5
INV001496,5,165.0,64.6
INV001497,4,138.0,91.5
INV001498,5,96.0,68.8
INV001499,5,85.0,60.2
INV001500,4,205.0,103.75
INV001501,4,106.0,69.75
INV001502,1,379.0,379.0
INV001503,2,108.0,84.5
INV001504,4,134.0,80.25
INV001505,2,205.0,148.0
INV001506,3,213.0,139.33333333333334
INV001507,6,77.0,59.666666666666664
INV001508,7,131.0,69.14285714285714
INV001510,4,105.0,84.25
INV001511,1,47.0,47.0
INV001512,6,122.0,65.33333333333333
INV001513,3,95.0,82.66666666666667
INV001514,6,72.0,50.833333333333336
INV001515,3,135.0,118.66666666666667
INV001516,5,169.0,88.2
INV001517,2,83.0,82.0
INV001518,5,106.0,64.6
INV001519,2,79.0,77.0
INV001520,2,284.0,171.5
INV001521,2,207.0,153.5
INV001522,1,194.0,194.0
INV001524,5,149.0,72.0
INV001525,4,103.0,80.75
INV001526,4,73.0,55.75
INV001527,1,237.0,237.0
INV001528,5,104.0,74.8
INV001529,2,389.0,214.0
INV001530,5,115.0,71.4
INV001531,2,139.0,120.5
INV001532,6,97.0,65.66666666666667
INV001533,1,168.0,168.0
INV001534,4,206.0,110.25
INV001535,2,373.0,210.5
INV001536,3,106.0,85.66666666666667
INV001537,3,226.0,120.66666666666667
INV001538,4,141.0,93.5
INV001539,2,306.0,237.0
INV001540,2,325.0,194.5
INV001542,2,119.0,103.5
INV001543,4,98.0,63.0
INV001544,5,95.0,62.6
INV001545,4,198.0,96.25
INV001546,1,351.0,351.0
INV001547,6,119.0,69.83333333333333
INV001548,4,197.0,91.25
INV001549,6,80.0,65.83333333333333
INV001550,4,110.0,92.0
INV001551,5,138.0,74.8
INV001552,1,45.0,45.0
INV001553,9,77.0,54.0
INV001555,4,136.0,111.75
INV001556,2,128.0,111.5
INV001557,2,350.0,213.5
INV001558,5,114.0,66.0
INV001560,3,357.0,154.33333333333334
INV001561,3,198.0,101.0
INV001562,3,143.0,89.66666666666667
INV001563,1,194.0,194.0
INV001564,5,102.0,60.0
INV001565,2,209.0,126.0
INV001566,2,256.0,153.0
INV001567,3,112.0,80.66666666666667
INV001569,2,313.0,189.0
INV001570,6,185.0,72.5
INV001571,2,107.0,87.0
INV001573,3,109.0,85.0
INV001574,2,106.0,89.5
INV001575,5,112.0,73.6
INV001576,6,115.0,75.33333333333333
INV001578,1,144.0,144.0
INV001579,5,115.0,75.2
INV001580,5,122.0,72.6
INV001581,3,197.0,132.33333333333334
INV001583,5,126.0,73.0
INV001584,2,211.0,136.5
INV001585,3,177.0,89.0
INV001586,2,164.0,119.5
INV001587,6,144.0,62.166666666666664
INV001588,4,137.0,98.75
INV001590,2,185.0,126.5
INV001591,3,107.0,64.66666666666667
INV001592,1,50.0,50.0
INV001593,2,214.0,159.5
INV001594,4,198.0,111.0
INV001595,5,116.0,79.0
INV001596,4,183.0,90.0
INV001597,5,105.0,68.2
INV001598,5,110.0,71.6
INV001599,7,133.0,64.14285714285714
INV001600,3,196.0,152.0
INV001601,1,179.0,179.0
INV001602,6,115.0,66.16666666666667
INV001603,4,93.0,58.5
INV001604,2,72.0,62.0
INV001605,7,114.0,66.14285714285714
INV001606,4,119.0,87.5
INV001607,1,453.0,453.0
INV001608,3,106.0,84.33333333333333
INV001609,4,143.0,106.0
INV001611,5,130.0,70.2
INV001612,5,119.0,77.0
INV001613,1,90.0,90.0
INV001614,1,135.0,135.0
INV001615,3,107.0,76.66666666666667
INV001616,5,117.0,68.2
INV001618,3,201.0,111.66666666666667
INV001619,4,114.0,87.5
INV001620,2,110.0,99.5
INV001621,2,232.0,167.0
INV001622,1,196.0,196.0
INV001623,5,111.0,77.2
INV001624,4,80.0,70.25
INV001625,5,111.0,67.4
INV001626,1,189.0,189.0
INV001627,3,149.0,108.66666666666667
INV001628,5,71.0,54.2
INV001629,7,83.0,64.14285714285714
INV001630,2,62.0,58.0
INV001631,6,97.0,65.83333333333333
INV001632,1,87.0,87.0
INV001634,1,49.0,49.0
INV001635,5,105.0,83.6
INV001636,4,114.0,74.5
INV001637,5,129.0,90.4
INV001638,2,151.0,95.5
INV001639,4,135.0,86.75
INV001640,3,90.0,58.333333333333336
INV001641,5,142.0,89.2
INV001642,3,168.0,120.66666666666667
INV001643,6,108.0,54.666666666666664
INV001644,5,89.0,63.2
INV001645,5,116.0,70.6
INV001646,2,250.0,150.0
INV001648,6,120.0,73.83333333333333
INV001649,4,120.0,91.5
INV001650,1,193.0,193.0
INV001651,5,130.0,81.4
INV001652,4,76.0,73.75
INV001653,4,110.0,93.5
INV001654,4,137.0,67.25
INV001655,2,197.0,147.0
INV001656,4,246.0,93.5
INV001658,4,131.0,72.25
INV001659,1,41.0,41.0
INV001660,3,192.0,123.0
INV001661,4,153.0,97.75
INV001662,5,154.0,70.0
INV001663,4,123.0,73.0
INV001664,1,349.0,349.0
INV001665,2,125.0,116.5
INV001666,3,125.0,91.66666666666667
INV001668,2,188.0,181.0
INV001669,1,175.0,175.0
INV001670,5,94.0,54.0
INV001671,3,225.0,109.0
INV001672,2,130.0,89.0
INV001673,4,181.0,97.75
INV001674,3,144.0,109.66666666666667
INV001676,3,205.0,149.66666666666666
INV001677,2,263.0,170.0
INV001678,1,100.0,100.0
INV001679,4,241.0,106.25
INV001680,3,161.0,125.66666666666667
INV001681,1,330.0,330.0
INV001683,4,186.0,96.0
INV001684,2,240.0,153.0
INV001685,1,44.0,44.0
INV001686,1,248.0,248.0
INV001687,1,227.0,227.0
INV001688,2,233.0,158.0
INV001689,5,125.0,77.4
INV001690,7,114.0,66.42857142857143
INV001691,6,190.0,76.0
INV001692,5,123.0,68.2
INV001693,2,228.0,141.5
INV001694,6,144.0,73.33333333333333
INV001696,4,149.0,106.75
INV001697,3,174.0,112.33333333333333
INV001699,5,126.0,80.4
INV001701,5,120.0,78.0
INV001702,1,199.0,199.0
INV001705,4,162.0,81.5
INV001706,3,115.0,94.0
INV001707,2,165.0,141.5
INV001708,1,297.0,297.0
INV001709,3,69.0,60.333333333333336
INV001710,2,182.0,115.0
INV001711,2,189.0,156.5
INV001712,4,103.0,71.5
INV001713,4,87.0,68.75
INV001714,1,247.0,247.0
INV001715,5,188.0,94.0
INV001716,3,113.0,75.66666666666667
INV001717,3,204.0,121.33333333333333
INV001718,4,146.0,88.25
INV001719,2,121.0,103.5
INV001720,6,169.0,76.5
INV001721,4,208.0,116.25
INV001722,4,169.0,109.25
INV001723,2,300.0,212.5
INV001724,6,116.0,61.166666666666664
INV001725,5,119.0,75.0
INV001726,2,164.0,150.0
INV001727,3,204.0,96.66666666666667
INV001728,3,131.0,80.33333333333333
INV001729,3,150.0,101.33333333333333
INV001731,1,310.0,310.0
INV001732,4,223.0,107.0
INV001733,1,207.0,207.0
INV001734,4,187.0,112.0
INV001735,4,234.0,114.75
INV001736,5,130.0,77.6
INV001737,3,174.0,94.66666666666667
INV001738,4,137.0,71.5
INV001739,6,67.0,58.833333333333336
INV001740,3,155.0,113.0
INV001741,5,201.0,83.0
INV001742,5,111.0,74.6
INV001743,2,176.0,106.5
INV001744,6,90.0,65.83333333333333
INV001745,3,288.0,159.66666666666666
INV001746,1,130.0,130.0
INV001747,2,252.0,201.5
INV001748,3,115.0,75.66666666666667
INV001750,2,286.0,180.5
INV001751,4,70.0,61.5
INV001752,4,91.0,71.75
INV001753,6,128.0,66.66666666666667
INV001754,3,282.0,139.66666666666666
INV001755,1,206.0,206.0
INV001757,3,121.0,86.0
INV001758,4,81.0,63.0
INV001759,6,91.0,65.0
INV001760,2,221.0,163.0
INV001762,4,108.0,79.75
INV001763,4,114.0,78.25
INV001764,4,122.0,73.75
INV001765,4,164.0,109.0
INV001766,1,166.0,166.0
INV001769,4,166.0,116.5
INV001770,3,270.0,138.66666666666666
INV001771,5,131.0,81.2
INV001772,4,152.0,87.75
INV001773,2,130.0,91.5
INV001774,2,155.0,129.5
INV001775,2,65.0,55.5
INV001776,1,56.0,56.0
INV001777,4,117.0,91.5
INV001778,5,108.0,65.4
INV001779,1,170.0,170.0
INV001780,3,88.0,70.66666666666667
INV001781,3,153.0,99.33333333333333
INV001782,6,130.0,67.33333333333333
INV001783,3,183.0,125.66666666666667
INV001784,3,154.0,93.66666666666667
INV001785,1,383.0,383.0
INV001787,3,158.0,87.66666666666667
INV001788,3,93.0,72.33333333333333
INV001789,3,80.0,58.333333333333336
INV001790,2,169.0,151.5
INV001791,2,204.0,129.0
INV001792,4,126.0,71.25
INV001793,1,409.0,409.0
INV001794,3,113.0,101.0
INV001795,3,172.0,129.66666666666666
INV001796,4,182.0,102.25
INV001797,5,132.0,80.2
INV001798,2,118.0,96.0
INV001799,5,140.0,82.6
INV001800,5,94.0,63.6
INV001801,4,128.0,84.0
INV001802,6,98.0,61.333333333333336
INV001803,4,82.0,63.0
INV001804,7,90.0,53.142857142857146
INV001805,3,139.0,90.0
INV001806,4,123.0,90.75
INV001807,1,164.0,164.0
INV001808,1,306.0,306.0
INV001809,4,129.0,106.0
INV001810,5,99.0,73.6
INV001811,5,196.0,82.2
INV001813,4,191.0,90.25
INV001814,6,87.0,63.666666666666664
INV001815,4,229.0,85.25
INV001816,5,94.0,72.2
INV001817,1,236.0,236.0
INV001818,2,325.0,193.5
INV001819,1,189.0,189.0
INV001820,4,143.0,79.25
INV001821,3,228.0,111.33333333333333
INV001822,2,64.0,53.5
INV001823,5,109.0,65.6
INV001824,3,255.0,140.0
INV001825,4,102.0,88.75
INV001826,2,112.0,78.0
INV001827,4,234.0,114.75
INV001828,4,91.0,64.0
INV001829,3,170.0,130.33333333333334
INV001830,2,112.0,99.0
INV001831,3,178.0,97.66666666666667
INV001832,4,126.0,95.75
INV001833,1,163.0,163.0
INV001834,4,178.0,90.25
INV001835,5,168.0,78.0
INV001836,4,87.0,65.75
INV001837,7,74.0,55.285714285714285
INV001838,1,200.0,200.0
INV001839,2,343.0,195.5
INV001840,1,117.0,117.0
INV001841,2,112.0,100.0
INV001842,4,165.0,91.0
INV001843,5,139.0,76.2
INV001844,2,197.0,167.5
INV001845,3,159.0,138.0
INV001846,2,201.0,192.0
INV001847,2,146.0,102.5
INV001848,4,202.0,109.0
INV001849,3,169.0,136.66666666666666
INV001850,3,170.0,125.0
INV001851,3,180.0,103.66666666666667
INV001852,5,187.0,94.6
INV001853,4,68.0,52.75
INV001854,2,290.0,172.0
INV001855,1,159.0,159.0
INV001856,5,151.0,74.8
INV001857,4,138.0,86.5
INV001858,2,231.0,149.0
INV001859,4,182.0,119.5
INV001860,2,268.0,245.0
INV001861,4,112.0,62.5
INV001862,2,308.0,191.5
INV001863,2,323.0,249.5
INV001865,4,145.0,81.0
INV001866,4,88.0,66.0
INV001867,3,279.0,134.0
INV001868,3,181.0,146.66666666666666
INV001869,2,229.0,167.0
INV001870,4,164.0,107.75
INV001871,6,104.0,62.333333333333336
INV001872,2,246.0,152.0
INV001873,2,83.0,68.5
INV001874,4,166.0,101.25
INV001875,3,286.0,125.33333333333333
INV001876,3,129.0,106.66666666666667
INV001877,3,123.0,95.33333333333333
INV001878,2,281.0,173.0
INV001879,6,112.0,77.5
INV001880,5,99.0,65.6
INV001881,4,140.0,93.0
INV001882,4,156.0,105.0
INV001883,4,203.0,116.0
INV001885,5,128.0,78.2
INV001886,3,129.0,110.0
INV001887,3,157.0,131.66666666666666
INV001888,4,176.0,100.25
INV001890,3,207.0,149.33333333333334
INV001891,2,225.0,205.5
INV001892,2,207.0,174.5
INV001893,3,132.0,81.66666666666667
INV001894,2,62.0,57.5
INV001895,5,102.0,81.0
INV001896,2,145.0,105.5
INV001897,5,101.0,61.2
INV001899,4,154.0,102.5
INV001900,2,146.0,122.0
INV001901,2,268.0,162.5
INV001902,2,216.0,133.5
INV001903,4,101.0,67.0
INV001904,1,305.0,305.0
INV001905,4,185.0,109.0
INV001906,2,111.0,97.0
INV001908,3,141.0,87.66666666666667
INV001909,6,106.0,68.33333333333333
INV001910,3,206.0,129.0
INV001911,2,44.0,43.0
INV001912,5,123.0,77.8
INV001913,2,156.0,138.5
INV001914,6,89.0,58.0
INV001915,1,228.0,228.0
INV001916,3,118.0,95.0
INV001917,3,106.0,69.33333333333333
INV001918,1,185.0,185.0
INV001919,1,132.0,132.0
INV001920,3,66.0,49.333333333333336
INV001921,7,107.0,61.0
INV001922,4,231.0,99.25
INV001923,6,89.0,70.0
INV001924,6,132.0,75.33333333333333
INV001926,6,107.0,69.0
INV001927,6,59.0,50.166666666666664
INV001928,3,304.0,130.0
INV001929,4,152.0,84.5
INV001930,2,262.0,210.5
INV001932,1,249.0,249.0
INV001933,4,139.0,100.25
INV001934,1,303.0,303.0
INV001937,4,152.0,89.0
INV001938,4,112.0,72.25
INV001939,1,63.0,63.0
INV001940,3,150.0,107.0
INV001941,1,268.0,268.0
INV001942,2,152.0,140.0
INV001943,3,171.0,117.66666666666667
INV001944,4,168.0,87.0
INV001945,4,103.0,69.5
INV001946,4,106.0,63.75
INV001948,2,250.0,205.0
INV001949,2,115.0,85.5
INV001950,5,99.0,75.0
INV001951,5,98.0,72.8
INV001952,1,284.0,284.0
